47,138
47,136
47,219
47,47
47,28
47,41
47,77
47,80
47,70
47,44
47,78
47,84
47,77
47,50
47,30
47,25
47,41
47,30
47,104
47,40
47,35
47,24
47,78
47,21
47,36
47,36
47,65
47,65
47,97
47,33
47,60
47,52
47,38
47,93
47,43
47,23
47,73
47,74
47,31
47,26
47,53
47,58
47,23
47,37
47,66
47,66
47,109
47,31
47,31
47,16
47,40
47,80
47,40
47,39
47,46
47,50
47,22
47,84
47,107
47,10
47,11
47,11
47,15
47,15
47,45
47,80
47,34
47,40
47,37
47,40
47,46
47,54
47,52
47,56
47,38
47,56
47,64
47,148
47,14
47,18
47,41
47,41
47,29
47,28
47,26
47,44
47,14
47,58
47,86
47,43
47,40
47,49
47,25
47,30
47,38
47,58
47,39
47,42
47,38
47,32
47,39
47,78
47,26
47,66
47,45
47,41
47,64
47,247
47,53
47,119
47,34
47,39
47,50
47,38
47,60
47,104
47,47
47,68
47,88
47,61
47,44
47,55
47,60
47,67
47,39
47,40
47,138
47,60
47,76
47,70
47,76
47,104
47,50
47,56
47,105
47,56
47,38
47,53
47,56
47,43
47,43
47,1317
47,65
47,108
47,39
47,169
47,35
47,33
47,46
47,215
47,62
47,30
47,76
47,65
47,260
47,61
47,18
47,19
47,101
47,735
47,72
47,172
47,347
47,553
47,60
47,83
47,57
47,68
47,37
47,73
47,41
47,33
47,34
47,10
47,41
47,50
47,93
47,51
47,51
47,54
47,23
47,139
47,35
47,326
47,145
47,57
47,136
47,18
47,164
47,34
47,45
47,35
47,36
47,38
47,17
47,28
47,68
47,111
47,40
47,71
47,42
47,28
47,13
47,13
47,35
47,96
47,33
47,136
47,106
47,64
47,81
47,81
47,42
47,72
47,42
47,22
47,34
47,34
47,32
47,19
47,31
47,40
47,22
47,27
47,10
47,12
47,10
47,22
47,29
47,42
47,128
47,103
47,38
47,157
47,56
47,40
47,30
47,37
47,32
47,16
47,100
47,712
47,94
47,56
47,60
47,95
47,97
47,15
47,15
47,200
47,41
47,44
47,51
47,67
47,53
47,56
47,55
47,36
47,51
47,42
47,29
47,73
47,47
47,45
47,35
47,22
47,27
47,162
47,51
47,47
47,51
47,42
47,46
47,25
47,38
47,85
47,63
47,100
47,99
47,77
47,86
47,42
47,198
47,40
47,73
47,133
47,83
47,49
47,40
47,38
47,40
47,66
47,56
47,44
47,25
47,31
47,30
47,35
47,68
47,66
47,43
47,113
47,11
47,16
47,67
47,23
47,30
47,30
47,35
47,57
47,238
47,11
47,11
47,72
47,75
47,81
47,90
47,157
47,75
47,25
47,61
47,56
47,326
47,81
47,53
47,58
47,59
47,28
47,47
47,23
47,99
47,60
47,46
47,29
47,35
47,99
47,67
47,56
47,31
47,46
47,41
47,53
47,127
47,104
47,205
47,49
47,90
47,92
47,42
47,68
47,124
47,19
47,24
47,21
47,21
47,49
47,86
47,38
47,29
47,83
47,49
47,58
47,41
47,65
47,32
47,83
47,16
47,36
47,39
47,66
47,91
47,18
47,133
47,109
47,94
47,132
47,55
47,93
47,36
47,16
47,12
47,12
47,12
47,29
47,33
47,69
47,59
47,15
47,25
47,128
47,80
47,54
47,72
47,24
47,33
47,53
47,40
47,19
47,33
47,35
47,63
47,89
47,77
47,72
47,28
47,102
47,27
47,48
47,176
47,59
47,15
47,42
47,44
47,29
47,42
47,37
47,39
47,76
47,48
47,46
47,47
47,45
47,81
47,48
47,68
47,71
47,70
47,49
47,60
47,63
47,62
47,88
47,81
47,78
47,279
47,19
47,22
47,78
47,42
47,41
47,68
47,52
47,56
47,19
47,102
47,37
47,72
47,25
47,22
47,26
47,162
47,58
47,65
47,52
47,42
47,42
47,43
47,43
47,51
47,61
47,34
47,27
47,60
47,75
47,78
47,43
47,27
47,30
47,25
47,111
47,23
47,56
47,60
47,80
47,68
47,86
47,23
47,214
47,167
47,12
47,13
47,98
47,162
47,162
47,38
47,52
47,46
47,52
47,62
47,47
47,39
47,42
47,12
47,48
47,25
47,28
47,28
47,17
47,45
47,26
47,31
47,17
47,62
47,59
47,68
47,119
47,74
47,77
47,78
47,66
47,52
47,64
47,42
47,171
47,224
47,100
47,106
47,67
47,60
47,57
47,85
47,51
47,59
47,69
47,43
47,105
47,183
47,40
47,38
47,78
47,75
47,158
47,158
47,158
47,158
47,158
47,158
47,158
47,158
47,158
47,158
47,158
47,158
47,166
47,166
47,38
47,38
47,159
